Frame,Label,Pelvis x,Pelvis y,Pelvis z,L5 x,L5 y,L5 z,L3 x,L3 y,L3 z,T12 x,T12 y,T12 z,T8 x,T8 y,T8 z,Neck x,Neck y,Neck z,Head x,Head y,Head z,Right Shoulder x,Right Shoulder y,Right Shoulder z,Right Upper Arm x,Right Upper Arm y,Right Upper Arm z,Right Forearm x,Right Forearm y,Right Forearm z,Right Hand x,Right Hand y,Right Hand z,Left Shoulder x,Left Shoulder y,Left Shoulder z,Left Upper Arm x,Left Upper Arm y,Left Upper Arm z,Left Forearm x,Left Forearm y,Left Forearm z,Left Hand x,Left Hand y,Left Hand z,Right Upper Leg x,Right Upper Leg y,Right Upper Leg z,Right Lower Leg x,Right Lower Leg y,Right Lower Leg z,Right Foot x,Right Foot y,Right Foot z,Right Toe x,Right Toe y,Right Toe z,Left Upper Leg x,Left Upper Leg y,Left Upper Leg z,Left Lower Leg x,Left Lower Leg y,Left Lower Leg z,Left Foot x,Left Foot y,Left Foot z,Left Toe x,Left Toe y,Left Toe z
0,4,0,0,0,0.0175390841347089,0.21701231038466,-0.0486536331679089,0.025334232639024,0.313462226111176,-0.0702774701314239,0.0331293811433391,0.409912141837692,-0.091901307094939,0.0389757425215754,0.482249578632579,-0.108119184817575,0.194555953990334,0.548475353755178,-0.120527881234803,0.483490632432313,0.671466078982863,-0.14357260315251,-0.521625343332486,0.501027657697117,0.638166871967449,1.75762218701782,-0.113644454234704,-1.40493846277409,2.77814650360009,0.843578330268108,-5.46525925065283,0.33929518736429,1.39747349009931,-6.59664167842167,-0.290554968426231,0.627973410726063,0.729090279731593,-0.114693284926611,0.76278612506648,0.28812380103729,0.118416723398536,0.189148103027771,-0.372982961742972,-0.270650509638362,0.382362128446527,-0.67783375848881,1.25709661882001,-0.274017448379426,-0.126920328526584,1.45141978015999,-2.06651103130037,-0.469685746158078,1.66255129345604,-1.27793408065098,0.566711097072001,1.66255129345604,-1.27793408065098,0.566711097072001,1.2978598327826,0.470336519699248,-0.334933011232027,1.91681349029016,-0.856150858555819,-0.679204729632418,1.33290195779806,-0.656094932886111,-0.503206865565299,1.33290195779806,-0.656094932886111,-0.503206865565299
1,4,0,0,0,0.756938277506942,0.820442991989915,0.636447782964408,1.06933976237499,1.17508632476921,0.919406889468169,1.38174124724303,1.5297296575485,1.20236599597193,1.51280458738904,1.83725157146688,1.41460389209357,0.91065807719295,1.41623685088265,1.19388376590663,-0.528579306793343,0.713056085382279,0.781304495432499,-0.869964178691269,1.65178434618974,0.55905091991304,0.201766941273586,0.615016044308254,-0.525602090697579,2.2829849848064,0.305361775521542,-2.43846804218416,1.10034506412481,1.4591851355408,-4.536960691397,-0.818137820339615,1.5200984344903,1.01723581828639,-0.470630582100416,1.98380580827541,1.52227686835981,-1.0278346079401,0.896451562603807,0.713900864181247,-0.842516240861772,0.477877633963626,0.861777683149773,8.79471571351516,1.88919826481073,1.38184206813615,0.540317459639799,-0.462713878927886,0.904970242196202,-1.21683722807422,-0.557106217278279,-0.606932263514146,-1.23692218187995,-0.579918455964551,-0.608808952720922,-0.325846196604695,2.92776804266541,0.646125873750537,1.06880212012993,0.434353091500861,0.222476429636033,0.609946799318932,-0.276814312677736,0.231556336281746,0.548342055620706,-0.27666685566907,0.23500711237099
2,4,0,0,0,0.0211380151907626,0.460386630701556,0.0737255237464976,0.00102635697728962,0.658648237025133,0.106186669556217,-0.0190853012361834,0.856909843348709,0.138647815365937,-0.115474916918831,1.01448745421708,0.15636159079011,0.140676242177271,0.882916259373269,0.18559590113856,0.344894350276667,0.669305830881821,0.23536136056254,-0.470710005715112,0.721882436144282,0.361813470582495,-0.118764953139206,-0.212110028718447,-0.362045953656842,1.90506086164313,-0.0179059150231894,-2.42289895651547,1.79844296018242,1.05131157496434,-4.70124179192993,-0.866541748525514,1.01001231893096,0.161061965611036,-0.286220654664565,0.661145446682189,-0.121373382464101,-0.673155597754806,0.898638190688118,0.375582184147763,-1.29399191481413,1.08478476425362,0.573927372807306,-0.0778325437212823,-3.55825296566998,-0.375938021404509,1.2094443109311,-1.49741034129993,0.484124952811512,0.304247896961722,-0.0929029086967804,-0.45221385603213,0.274288231326931,-0.10755074228943,-0.451067708486464,-0.903851147228868,1.38654252085637,0.365616482775902,0.568101531867923,0.0935976462136373,0.207871138886963,1.00351720486793,-0.291775232254139,0.187119503718096,0.933469374832896,-0.311042332752723,0.190208584911725
3,4,0,0,0,-0.15409121789372,0.306216893263017,0.0821528347576171,-0.000448206791567207,0.421379946355871,0.0556291036457137,0.153194804310586,0.536542999448725,0.0291053725338103,-1.02018740415819,0.49532481334296,-0.934780786121187,0.681874278812008,0.695250573036751,0.0687247144743239,1.06653682272985,0.882521260799381,0.299933797917194,-0.430589485779594,0.569431680548456,-0.0152302042929631,0.237488853106779,-0.413184471511907,-0.131479991972342,2.2049325023917,-0.317517558286322,-2.35794971459288,1.98394118490262,0.934889952477403,-3.99867814515528,-0.444892607025851,0.326284383966903,-0.50319971779211,-0.448904633819949,0.423840227791485,-0.554777409610745,-0.542189173025574,1.05313153900354,0.101163423628596,-1.07166686562039,1.43628160315273,0.267844534777083,-3.14207303742333,-1.48503656690475,-0.814920099176496,1.24594344912582,-2.87471307303049,-0.0847115664406494,-0.643289398106006,-0.534256139008081,-0.276528912302676,-0.223783731615712,-0.20641118342493,0.0347219094443535,-0.417777689631166,1.01606398247538,0.269978269943223,-1.91951309186171,-1.12904958464853,-0.207754177278597,3.85165102095925,-1.05887348339655,0.340106901767794,-4.53971105587604,-2.2721440247957,0.00279943427108487
4,4,0,0,0,0.366477554089268,0.0285060263360053,0.149162414082158,0.506707688021337,0.0355830935194177,0.212314379393415,0.646937821953407,0.0426601607028302,0.275466344704672,0.697312365946313,0.040801673497063,0.325099812584389,0.452465946012564,0.333991465188546,0.196853634455917,-0.198718551301481,0.867660536295933,-0.0368901915610804,-0.644683827140718,0.343610765138417,-0.183686977935077,0.552364914272814,-0.137308928067406,-0.280542307503849,1.77305552041646,-0.340359474998697,-1.88975149955181,1.53317550266994,0.760641369809513,-2.58234456942849,-0.512700162873094,0.0607852603571611,0.0559299955622483,-0.489369564135689,0.890057401133051,0.254591786428234,-0.379052888650766,0.862701523240433,0.404610830924287,-0.778677766788947,1.27703070679117,0.0950309248217603,1.80340508702452,1.08290996672653,0.526235023236383,1.75665912111391,-1.89745955044733,0.333773790513999,1.44315302968309,0.568848990481925,0.00877692275874703,1.40794045211503,0.584204230052793,0.0105176686110961,0.578176649997611,0.326233517445184,0.629948672823219,-1.29319852471779,-2.28432146704633,0.4555418298863,4.75619959620313,0.934204633722651,1.61293076935484,4.69708682352925,0.76953452986704,1.56107820657345
5,4,0,0,0,0.133154276441167,0.182146167024536,0.182318645754799,0.174035504964829,0.256695898340569,0.261137034277256,0.214916733488492,0.331245629656601,0.339955422799713,0.212298763422257,0.371836463467192,0.393015305477209,0.381749500659243,0.722317793042643,0.39361042036849,0.565604164512615,1.34590683242516,0.385138723368315,0.358073057731829,0.89690420612297,0.205556259452546,1.20869578827397,0.0668029069443149,0.00461828949904475,1.2058729671613,0.943093355530552,-1.2297927257296,0.81483164140572,2.37301489006719,-1.37468931317272,0.359687407112791,1.3082958780718,0.54338907394393,0.526977667378482,1.4703897678027,0.741461068642629,-0.0250204143178254,1.20142464608537,1.34052315818,0.257789726391958,1.263057244072,0.930824322419752,-0.0857678660017154,-1.71702427934611,0.614208116220883,3.0391888776007,0.427912015142773,1.17467317169694,2.39984701225351,0.951270165060209,0.613835424962002,2.35296718391843,0.966598150559064,0.619628630114465,1.39185049827553,0.058887565997258,-0.0256006446906974,2.08649577998047,0.114817106680132,0.314221745642518,0.977249961476779,1.86160915290364,-0.725887591664515,0.986859737291331,1.87047130070734,-0.80865461480363
6,4,0,0,0,0.329719440371729,0.564397553361374,0.434952723461835,0.497864025920791,0.734274958689091,0.568041151238318,0.666008611469854,0.904152364016807,0.701129579014801,0.0553542586173923,0.829637073765189,0.434725152865103,1.10738883182822,1.12651216748398,0.824146010611675,2.00772669075446,1.3325870788018,1.00423325331525,0.902767234466652,0.847890280206197,0.797740924303567,1.13215058139671,0.175035337079538,0.0483276755151915,1.15516796060472,0.636384486557659,-0.294465883539672,0.305673730179947,2.97688175689704,-1.33009893967487,0.879721079047366,1.61883614920342,0.644449258345154,1.1689129185535,1.37062488270607,0.798433161682481,1.15524720837579,0.886724414606376,0.998871213781293,0.989970361377722,0.633791218123837,1.18855544487418,-0.219460379612965,1.0002230970767,1.22748475471578,2.76710415359745,0.317832989902647,0.806630545001827,-0.0198088191286516,-0.121443646822488,0.94481482344753,0.782098354616338,0.681542610091416,0.669733143450306,0.855851031032166,1.2843764456434,0.387411980166221,1.68335544528809,-0.0931327004337097,-0.140202914524222,2.12105503243261,3.33609134906813,-0.230949276575971,1.53246762897839,3.2042302538945,-0.250736288501486
7,4,0,0,0,0.799244614800113,0.20802955563349,0.0647531841129478,1.13983958879698,0.299291986638888,0.091294634448853,1.48043456279384,0.390554417644286,0.117836084784758,1.70358450134206,0.451788483184615,0.144185651684478,1.5971248877033,0.498850504356398,0.448161192177634,1.27469146339498,0.577781764558093,1.02841254577115,0.512549803153545,0.495376696520229,0.5744965174462,0.444320010906395,-0.0257098342703184,0.268214338036142,0.717961441172928,0.2509461158029,-0.214558285972973,0.882093722462114,1.09951381947204,-1.30264785725382,0.493851567945162,0.743948716540755,0.399256456533579,0.559504859969935,1.10069950672327,0.880194305635909,0.398547003573575,0.538218866613509,0.777806092674982,1.30460306385816,-0.223234142959763,1.18948593171422,1.23239047645504,2.12169353818615,0.644177073396031,0.0944261490158802,0.583902422979573,0.506227067989215,1.87102850869337,1.67817578617463,0.309423189307025,1.80941250299872,1.70435986364846,0.308716652828139,0.473686260539509,1.80984168959602,0.678054756072543,0.407508988501083,-1.26859667192624,0.389943804941997,1.65349025802723,3.36586871972551,0.16050334765397,1.74050526152083,3.35174441995648,0.180581019518409
8,4,0,0,0,0.85246769284944,0.124291145699189,0.4883881573476,1.21636876793755,0.181592091638507,0.704471821879671,1.58026984302566,0.238893037577825,0.920555486411742,1.79182954007064,0.304408433881027,1.09558360279982,1.26760729557815,0.399587257790158,0.895039231194841,0.120174765477236,0.624035765729806,0.54710319852933,-0.514874922366742,0.745678220978628,0.362941167291122,-0.152677805966425,0.494308059206151,0.346608335858851,0.0285698208487979,0.0251677243123339,-0.337839137895767,0.92013246868008,0.786508485862134,-1.13015562979795,-0.120259593205884,0.0916407046578945,0.416665195412117,0.194041077090575,0.893491881547113,0.901724519545678,0.531266411585869,0.390908300698787,1.11807466197913,0.371316904376271,0.0941269308750584,1.6168786561528,0.677491981889526,1.40233785615531,0.603305357538056,-2.48431749707158,1.40050467451005,0.557255556093965,-0.158917026515434,0.44144377770443,1.06079093612827,-0.210061925496777,0.465193279901797,1.05746450586565,-1.55071305435994,0.48331174976707,0.743423283292535,1.83704815859791,2.02457339873606,1.93315618645529,-1.10216773708276,1.82136717856683,2.21213399386298,-1.05026414080216,1.70145398387277,2.22137114377263
9,4,0,0,0,0.467456997767074,0.320229889905089,0.324499848894241,0.630479826641661,0.431621372540534,0.46130234793712,0.793502655516248,0.543012855175979,0.59810484698,0.721457216876725,0.386164132524308,0.952739932042724,0.449130773148711,0.638879284942681,0.537315335506877,-0.149602882091307,0.71089827729953,0.40938742584883,-0.130443785704666,1.08568694176516,-0.140131600437938,-0.213855485304638,0.862687676221255,-0.244423224263112,-0.0490121137140956,0.788436389625608,-0.699182264490609,0.871085025724845,0.709315316796087,-0.702566817225091,-0.0285236450212331,0.0855887624389797,0.0402393704980263,0.231286844823097,0.0764112456531471,-0.0852734799376383,1.36635678192435,0.213925741118378,0.362544672548346,0.369533081113216,0.123692101899644,0.951729320854122,0.0824300999894223,-0.433251946607918,0.358741722284067,-1.55393016719249,1.75058949328143,0.729160334879096,0.63209652371917,1.66266376147202,0.611229240663583,0.634422456610696,1.68553195000749,0.494177848723875,-0.965553006602664,-0.598177084568171,0.497181297127402,4.07757929630264,3.67779132020216,0.90132365157768,-8.74781566527918,0.744119221518437,-0.529561434326399,-0.20526867114999,3.22747966906848,0.844522604296276
