Frame,Label,Pelvis x,Pelvis y,Pelvis z,L5 x,L5 y,L5 z,L3 x,L3 y,L3 z,T12 x,T12 y,T12 z,T8 x,T8 y,T8 z,Neck x,Neck y,Neck z,Head x,Head y,Head z,Right Shoulder x,Right Shoulder y,Right Shoulder z,Right Upper Arm x,Right Upper Arm y,Right Upper Arm z,Right Forearm x,Right Forearm y,Right Forearm z,Right Hand x,Right Hand y,Right Hand z,Left Shoulder x,Left Shoulder y,Left Shoulder z,Left Upper Arm x,Left Upper Arm y,Left Upper Arm z,Left Forearm x,Left Forearm y,Left Forearm z,Left Hand x,Left Hand y,Left Hand z,Right Upper Leg x,Right Upper Leg y,Right Upper Leg z,Right Lower Leg x,Right Lower Leg y,Right Lower Leg z,Right Foot x,Right Foot y,Right Foot z,Right Toe x,Right Toe y,Right Toe z,Left Upper Leg x,Left Upper Leg y,Left Upper Leg z,Left Lower Leg x,Left Lower Leg y,Left Lower Leg z,Left Foot x,Left Foot y,Left Foot z,Left Toe x,Left Toe y,Left Toe z,Knife Sharpness
0,4,0,0,0,0.407113818791806,1.27605573113798,0.339645008038537,0.588053293810387,1.84319161164374,0.490598344944553,0.768992768828967,2.41032749214951,0.641551681850569,0.904697375092902,2.83567940252884,0.754766684530081,0.960958781989921,2.42843540445397,0.0955130309785968,1.06544425194153,1.67212512231493,-1.12881518275988,1.91211978798042,2.41293694588236,-0.0648260242575156,-1.16830323064945,3.8269440511981,-0.806692449845812,0.282483613361724,8.30570423702212,1.16839543346713,-2.22664962749285,11.64220406,-0.231327840471099,1.25468821389358,2.61447397601401,0.807843618732956,0.526715888265303,0.885370340675555,0.508040098296491,1.19931205843075,-1.2149755705704,-1.78646030469172,0.731859898534287,-1.59872835484224,-1.58576108006419,2.11520010978749,-0.093131781658192,0.900130557628079,1.09257383316986,1.97662026346777,0.705771536742236,1.05162566789212,1.07633901580303,0.76418575963538,1.05162566789212,1.07633901580303,0.76418575963538,0.287953691145278,2.68734042014428,0.42366758605992,1.00964135543793,2.11229634439359,0.520351918503008,0.865135629614886,1.25329144010378,0.546602185266573,0.865135629614886,1.25329144010378,0.546602185266573,Blunt
1,4,0,0,0,0.361565188631174,0.412878312570576,-0.0335009132641719,0.532508596400109,0.579362174203596,-0.0500595108165068,0.703452004169044,0.745846035836616,-0.0666181083688417,0.787020408881293,0.897978390293877,-0.0750128418668826,0.176935148904419,1.21244853412119,-0.250731114187718,-1.01283468575781,1.8527513081469,-0.570318988442776,1.28215941333459,1.40858130951656,-0.473205138548141,-0.783849865858019,3.1321991388259,1.44150752568189,-7.01320553611682,4.87912259921787,4.33760413635464,-4.37567832428643,8.19107607870963,2.57937355411519,-0.428510651616148,1.78514468797858,0.415174988952693,-0.439434344835076,2.12310468221119,0.0426113569789921,-0.843590695266811,-0.248553041619374,-0.0206781363612313,0.415843949082319,-0.769500068629894,-1.75268727171357,0.541429236757343,-0.362813740048284,0.436452087207571,-0.826799792577776,1.23729592031603,0.3184778068051,-0.625500596818528,0.619338683222622,0.543276671193244,-0.612103800521618,0.632007413898785,0.5427384938935,-0.85363374510999,0.470975306627247,0.246817215572637,-0.745995712275147,1.476206384251,0.303380833829474,-0.750764721832082,0.613510010382507,0.594425546814038,-0.73876357836298,0.600488328529965,0.593943870439573,Blunt
2,4,0,0,0,-0.434570403237677,0.0293909298241247,0.014222713242714,-0.618878361111398,0.0322878204856145,0.0210955269619676,-0.803186318985118,0.0351847111471043,0.0279683406812213,-0.975897942012863,0.069776771163839,0.0423229873104649,-0.550915227337256,0.359750566784936,0.12213276829176,0.204718986075712,0.966082883280357,0.286401661528833,0.879298064035464,-0.567956144786338,-0.480132794557721,-0.391291258923849,2.16227130398512,2.74024060369731,-2.96802179267881,5.26124390390373,7.1464525548907,-7.52262413671642,6.63462461258736,3.62591495219267,-0.221702042308825,0.260464272618801,0.0134894201413644,-0.189248379860534,1.41621747138078,0.36361600999171,-0.351441722648078,2.46486206859684,-0.215699215063562,0.87353413697013,1.16004053116643,0.377224394829993,0.76317702746721,0.340824643961301,0.532266058863376,-0.672208063837599,0.929875925808625,0.724555472904853,-0.601919812094649,1.04463296840951,0.858417847892927,-0.590448742904059,1.05323174628015,0.85807172475259,0.381125854793136,0.809369181182336,0.689067833246874,-0.775237875472067,1.01742306229234,0.78062465419517,-0.42696936213153,0.912011488019709,0.815287258724186,-0.415219773867981,0.89957146638391,0.815289749735513,Blunt
3,4,0,0,0,-0.515137685814482,0.235734007407117,0.571367603652874,-0.592154428387571,0.167520415174018,0.645792396396644,-0.66917117096066,0.0993068229409192,0.720217189140415,-0.0820837280042321,0.591072415293917,0.236232031538836,-0.523280759025463,-0.108125819085819,1.21482786726045,0.549838102611775,-0.799744048351535,1.15082062482328,-0.812860899592861,-1.54205892469878,-0.0113472493479704,0.68300725870588,0.331387210357837,2.76529309659813,-7.94597266760716,4.18853080781072,6.41623088229865,-13.4190561972214,3.90438866399624,0.264912956480474,-1.10748860634814,-0.95627854478254,0.0502616848482147,-0.69899006805344,-0.0820680116825707,-0.438653490252538,0.286495367629579,1.74720485794395,0.317998586807832,0.407187938587119,1.42807388178089,1.03114104660737,-0.657836999859255,1.16855440526503,0.518022064617479,-0.859678975241039,-0.023039909967482,0.670716129946061,-0.7721654090393,0.750650376701878,0.692877611988302,-0.743616748044709,0.768647561425901,0.520944269847974,0.491980539064246,0.901656657683847,0.924688824468781,-0.744923890049729,0.242330208573254,0.743092751438659,-0.547342953679913,0.551821083511317,0.653912383229329,-0.844296686519938,0.535094397266034,0.715981655568209,Blunt
4,4,0,0,0,0.709376258631964,-0.209639856706756,-0.137885173131056,1.03367629556285,-0.312368248330132,-0.19938481603174,1.35797633249374,-0.415096639953508,-0.260884458932423,1.5406765230416,-0.488856251649002,-0.30141959674243,1.09879977535845,-0.886848917681467,0.154214347157192,0.200178091531157,-1.5591072976699,1.01524365582155,-1.27979947349655,-0.698351446302604,-0.0970201052618518,0.743300368276461,0.378254436489414,-0.257758386126723,3.48011242050046,1.62158647183627,10.8820179791245,-11.664933353591,-3.01134959538332,8.05987514049805,-1.27564790401188,-1.06558234607018,0.173373824761459,-0.966064534169754,0.0826405731641143,-0.588406429204277,0.581731035971627,0.538003512348607,-1.05866498588878,1.41162077642845,-0.0261983957190745,2.60740530888514,-1.25627882860684,0.655283582984429,0.120976804563581,-0.974576052340064,-1.06302014246481,0.143408956910813,-0.491341382934647,-0.18195855411572,-0.0416536747638858,-0.48025316248018,-0.174853820297312,-0.0416652369768103,0.0862680312505389,0.063758939915413,0.362335977473373,-0.210120333001562,-0.226413906626017,0.144072160598844,-0.327248261253211,-0.17742645207957,0.0377662853127242,-0.315717156025333,-0.187006355061888,0.0376910682690943,Blunt
5,4,0,0,0,-0.813712875009562,-0.510352626350947,-0.297250247001086,-1.16360260122841,-0.754103915056526,-0.430294210167657,-1.51349232744726,-0.997855203762106,-0.563338173334227,-1.81838775336947,-1.17765715098136,-0.659575802273017,-1.13156301705421,-0.996223426360962,-0.382178575315324,0.10947618519498,-0.608714445416507,0.136465739577287,-0.0573704640365894,0.570450430144048,-0.745864677512168,1.51789496446869,-0.310480817982322,0.253268645509587,-10.5650998580898,-3.15339986259038,6.09370153047012,-7.1830251068764,-11.5944728437477,11.4291787277304,-0.341455104727542,-0.588375377484866,0.538024739205411,-0.576879425431442,-0.0420867084232339,0.395290800587921,0.725567500933147,-0.595427230433741,-2.09734842325596,-0.356909732629766,-0.787685912585787,0.313321589450605,-1.22174696770931,-0.834664809906631,-0.583766131981769,0.224404651209501,-0.629443213000075,-0.226190836778006,-0.376612790433762,-0.807935160441204,-0.652960611749459,-0.372578281663446,-0.795231778742028,-0.653234516964972,-0.0426922399897958,-0.305395309642421,-0.50626243636365,0.0280505534635268,0.191494459960992,-0.361159903029853,-0.220080472762595,-0.397119304452154,-0.394565830262193,-0.21292939194359,-0.410970212102558,-0.394810355611038,Blunt
6,4,0,0,0,-0.157232403751056,0.424699665572601,0.30382292118543,-0.218578780583451,0.453491461847284,0.311379757920318,-0.279925157415846,0.482283258121966,0.318936594655206,0.70328770233656,0.210591476156196,1.09134721757834,-0.313119215229728,0.621303963344118,-0.0930338324316377,-0.938443893773016,0.926888509727973,-0.461542877323153,1.46864469979547,0.356152342880871,-0.746957576778944,-1.51873556065786,0.149998772042071,-0.751891988029036,-8.28298805285527,-2.89937599091759,-1.65346819259842,-2.49954067726985,-13.0672121070936,11.6963630969131,0.263222276313319,0.67323012928625,0.481609205534762,0.30388999651553,0.630999402963171,1.14166252020448,-0.0644978908947368,0.344001084859361,0.151162132981777,-1.25136531985189,0.576717821526182,-3.1807488345794,0.224060730294022,-0.678920462642777,-0.351638465560683,-0.0733400113637759,0.118145286628643,-0.223388021858432,-0.961470290534364,0.274110389124225,-0.414672034328127,-0.856857857604358,0.306815028910273,-0.408933207440628,-0.944065099222462,-0.452935270075461,-0.441344850022527,-0.376433396536261,1.0773431133545,-0.208881497108167,-0.617166991135322,0.712118362642667,-0.0340297998912924,-0.58231953697589,0.718185407405013,-0.119732119077906,Blunt
7,4,0,0,0,0.385763263242346,0.501664708712773,0.191652102543947,0.566482584408261,0.715800556466434,0.275884775933162,0.747201905574177,0.929936404220094,0.360117449322377,0.814554868953539,1.12539108548906,0.429699461726475,0.556261705255761,1.09610007862063,0.284093039997566,-0.0042398834791656,1.12313648910173,0.0157687817641692,1.51836780378327,-0.0427020138994586,0.678465473267778,-3.62242492598762,0.708023399243045,-2.59999080747883,12.5981452438086,-3.73241094674662,-3.23700509048091,-3.3268557094988,-24.2184120835484,3.40318711348255,1.02211322916721,0.955011678332043,-0.0915594598074902,0.629070567397907,0.437626315204123,0.724145888420292,-0.14295221635482,1.00026858269026,1.65196240810894,-2.45061386289808,2.27189954309918,-1.57738853462438,-0.537597873790857,0.39136982099457,-0.148846465218445,-0.274055283351283,1.03247023684118,0.0695902346970172,-0.352744376372773,0.978051859254004,0.0663165383198544,-0.362962269960889,0.992659977011354,0.0662204411969216,0.0567257605250069,0.291348982516831,-0.161640542147363,-0.0371540745189817,1.10863397906159,0.158327065886026,-0.213016171399078,0.992777053046558,0.309912076751327,-0.213541227071467,0.969073938407353,0.310380061912005,Blunt
8,4,0,0,0,-0.017454994218897,0.906109154813454,-0.316914172154064,-0.0174436521972476,1.31086050553343,-0.457666583379753,-0.0174323101755982,1.71561185625341,-0.598418994605441,-0.080807106687571,2.0197699125736,-0.705011325067319,0.173668892204961,1.41990293016365,-0.175203507072254,0.568899214484421,0.3224702756398,0.800680560487171,-0.302276874809282,1.11179643351955,1.07667221781229,2.45429132913965,-2.31079474410201,-1.7179734628702,-30.0312087693161,-3.40801216287219,-31.4869911764844,-8.88822102835704,-9.38281915430433,-19.5196291316197,0.717834796458795,0.37752633397713,0.285097869837864,0.615523329831639,-0.0208991966905078,0.414638407234526,-0.32875188037397,0.789943764416499,1.4002458590323,-3.51317313253993,2.08559033999496,-0.191220444076937,-0.988693658449185,0.989149739907635,-0.164591674605655,0.313603485703147,1.37208747653193,0.111072624714487,0.478436445650428,0.93652254086096,0.30644205681751,0.458639753323781,0.946331735155176,0.307409590223949,-0.169378607085519,0.503749066014863,0.126802234988726,0.240914334519554,-0.0442328307251139,0.133104453771653,-0.0132163216065887,0.654426394554151,0.105286162865893,-0.0186557603607166,0.63262686463317,0.105239664540649,Blunt
9,4,0,0,0,-0.331218712122731,0.693328719222165,0.0532567392048405,-0.407729474950849,0.909354139120109,-0.0139244788827953,-0.484240237778968,1.12537955901805,-0.0811056969704311,0.0672389914641832,1.52476422612297,-0.257622876396161,-0.799762296251022,0.865434243689809,0.497018207166837,-0.941349081315544,-0.0552833406988681,1.26636817133234,-0.719039381045607,1.09096018354893,0.939441917310145,-2.01151327952477,0.401488439881039,-6.46200005178613,13.1435865191114,-0.0813238079436872,-12.4834415754965,-19.4957521194776,-5.14253670379314,-22.2615269874458,-0.985317938914383,1.20344537437981,0.444741123264801,-1.45093066458974,-0.463019650460374,-0.19762179528247,-2.80117917428533,-0.0183417977220844,0.435766355941805,-6.49576868711576,1.81543459928189,1.45407718690613,0.665206258179776,1.20049542326765,0.630390611770566,-0.820591715113439,1.21757423493465,0.475818024606112,-0.489290346494713,0.580708390977535,0.615367474267035,-0.521804478776827,0.574339632593101,0.532602580612641,0.385241397024315,0.918819054556016,0.609675683635993,-0.115192554890211,-1.17627408023364,0.423068836787496,-0.718599293745656,0.041323584786254,0.172224933677308,-0.671714427486317,0.0338568034951185,0.43270551552055,Blunt
